Location,Score,TimeFrame,DataFormat,Data
AGUILAR REORGANIZED 6,Math,2011,Percent,N/A
AGUILAR REORGANIZED 6,Math,2012,Percent,N/A
AGUILAR REORGANIZED 6,Math,2013,Percent,LNE
AGUILAR REORGANIZED 6,Math,2014,Percent,LNE
AGUILAR REORGANIZED 6,Reading,2008,Percent,0.2
AGUILAR REORGANIZED 6,Reading,2009,Percent,N/A
AGUILAR REORGANIZED 6,Reading,2010,Percent,N/A
AGUILAR REORGANIZED 6,Reading,2011,Percent,N/A
AGUILAR REORGANIZED 6,Reading,2012,Percent,N/A
AGUILAR REORGANIZED 6,Reading,2013,Percent,LNE
AGUILAR REORGANIZED 6,Reading,2014,Percent,LNE
AGUILAR REORGANIZED 6,Writing,2008,Percent,N/A
AGUILAR REORGANIZED 6,Writing,2009,Percent,N/A
AGUILAR REORGANIZED 6,Writing,2010,Percent,N/A
AGUILAR REORGANIZED 6,Writing,2011,Percent,N/A
AGUILAR REORGANIZED 6,Writing,2012,Percent,N/A
AGUILAR REORGANIZED 6,Writing,2013,Percent,LNE
AGUILAR REORGANIZED 6,Writing,2014,Percent,LNE
AKRON R-1,Math,2008,Percent,0.552
AKRON R-1,Math,2009,Percent,0.5
AKRON R-1,Math,2010,Percent,0.423
AKRON R-1,Math,2011,Percent,0.42308
AKRON R-1,Math,2012,Percent,0.57143
AKRON R-1,Math,2013,Percent,0.4
AKRON R-1,Math,2014,Percent,0.66667
AKRON R-1,Reading,2008,Percent,0.828
AKRON R-1,Reading,2009,Percent,0.625
AKRON R-1,Reading,2010,Percent,0.654
AKRON R-1,Reading,2011,Percent,0.73077
AKRON R-1,Reading,2012,Percent,0.71429
AKRON R-1,Reading,2013,Percent,0.71429
AKRON R-1,Reading,2014,Percent,0.83333
AKRON R-1,Writing,2008,Percent,0.3
AKRON R-1,Writing,2009,Percent,N/A
AKRON R-1,Writing,2010,Percent,0.462
AKRON R-1,Writing,2011,Percent,0.53846
AKRON R-1,Writing,2012,Percent,0.66667
AKRON R-1,Writing,2013,Percent,0.42857
AKRON R-1,Writing,2014,Percent,0.75
ALAMOSA RE-11J,Math,2008,Percent,0.206
ALAMOSA RE-11J,Math,2009,Percent,0.397
ALAMOSA RE-11J,Math,2010,Percent,0.289
ALAMOSA RE-11J,Math,2011,Percent,0.4186
ALAMOSA RE-11J,Math,2012,Percent,0.36527
ALAMOSA RE-11J,Math,2013,Percent,0.36066
ALAMOSA RE-11J,Math,2014,Percent,0.42581
ALAMOSA RE-11J,Reading,2008,Percent,0.439
ALAMOSA RE-11J,Reading,2009,Percent,0.61
ALAMOSA RE-11J,Reading,2010,Percent,0.585
ALAMOSA RE-11J,Reading,2011,Percent,0.71318
ALAMOSA RE-11J,Reading,2012,Percent,0.67665
ALAMOSA RE-11J,Reading,2013,Percent,0.59016
ALAMOSA RE-11J,Reading,2014,Percent,0.61935
ALAMOSA RE-11J,Writing,2008,Percent,0.517
ALAMOSA RE-11J,Writing,2009,Percent,0.406
ALAMOSA RE-11J,Writing,2010,Percent,0.472
ALAMOSA RE-11J,Writing,2011,Percent,0.50388
ALAMOSA RE-11J,Writing,2012,Percent,0.52096
ALAMOSA RE-11J,Writing,2013,Percent,0.44262
ALAMOSA RE-11J,Writing,2014,Percent,0.46452
ARCHULETA COUNTY 50 JT,Math,2008,Percent,0.57
ARCHULETA COUNTY 50 JT,Math,2009,Percent,0.5
ARCHULETA COUNTY 50 JT,Math,2010,Percent,0.605
ARCHULETA COUNTY 50 JT,Math,2011,Percent,0.53731
ARCHULETA COUNTY 50 JT,Math,2012,Percent,0.76
ARCHULETA COUNTY 50 JT,Math,2013,Percent,0.58511
ARCHULETA COUNTY 50 JT,Math,2014,Percent,0.42593
ARCHULETA COUNTY 50 JT,Reading,2008,Percent,0.785
ARCHULETA COUNTY 50 JT,Reading,2009,Percent,0.702
ARCHULETA COUNTY 50 JT,Reading,2010,Percent,0.773
ARCHULETA COUNTY 50 JT,Reading,2011,Percent,0.68657
ARCHULETA COUNTY 50 JT,Reading,2012,Percent,0.77
ARCHULETA COUNTY 50 JT,Reading,2013,Percent,0.69149
ARCHULETA COUNTY 50 JT,Reading,2014,Percent,0.73148
ARCHULETA COUNTY 50 JT,Writing,2008,Percent,0.335
ARCHULETA COUNTY 50 JT,Writing,2009,Percent,0.582
ARCHULETA COUNTY 50 JT,Writing,2010,Percent,0.583
ARCHULETA COUNTY 50 JT,Writing,2011,Percent,0.52985
ARCHULETA COUNTY 50 JT,Writing,2012,Percent,0.66
ARCHULETA COUNTY 50 JT,Writing,2013,Percent,0.56383
ARCHULETA COUNTY 50 JT,Writing,2014,Percent,0.5463
ARICKAREE R-2,Math,2008,Percent,N/A
ARICKAREE R-2,Math,2009,Percent,N/A
ARICKAREE R-2,Math,2010,Percent,N/A
ARICKAREE R-2,Math,2011,Percent,N/A
ARICKAREE R-2,Math,2012,Percent,N/A
ARICKAREE R-2,Math,2013,Percent,LNE
ARICKAREE R-2,Math,2014,Percent,LNE
ARICKAREE R-2,Reading,2008,Percent,N/A
ARICKAREE R-2,Reading,2009,Percent,N/A
ARICKAREE R-2,Reading,2010,Percent,N/A
ARICKAREE R-2,Reading,2011,Percent,N/A
ARICKAREE R-2,Reading,2012,Percent,N/A
ARICKAREE R-2,Reading,2013,Percent,LNE
ARICKAREE R-2,Reading,2014,Percent,LNE
ARICKAREE R-2,Writing,2008,Percent,0.686
ARICKAREE R-2,Writing,2009,Percent,0.57
ARICKAREE R-2,Writing,2010,Percent,N/A
ARICKAREE R-2,Writing,2011,Percent,N/A
ARICKAREE R-2,Writing,2012,Percent,N/A
ARICKAREE R-2,Writing,2013,Percent,LNE
ARICKAREE R-2,Writing,2014,Percent,LNE
ARRIBA-FLAGLER C-20,Math,2008,Percent,N/A
ARRIBA-FLAGLER C-20,Math,2009,Percent,N/A
ARRIBA-FLAGLER C-20,Math,2010,Percent,N/A
ARRIBA-FLAGLER C-20,Math,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Math,2012,Percent,N/A
ARRIBA-FLAGLER C-20,Math,2013,Percent,LNE
ARRIBA-FLAGLER C-20,Math,2014,Percent,LNE
ARRIBA-FLAGLER C-20,Reading,2008,Percent,N/A
ARRIBA-FLAGLER C-20,Reading,2009,Percent,N/A
ARRIBA-FLAGLER C-20,Reading,2010,Percent,N/A
ARRIBA-FLAGLER C-20,Reading,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Reading,2012,Percent,N/A
ARRIBA-FLAGLER C-20,Reading,2013,Percent,LNE
ARRIBA-FLAGLER C-20,Reading,2014,Percent,LNE
ARRIBA-FLAGLER C-20,Writing,2008,Percent,N/A
ARRIBA-FLAGLER C-20,Writing,2009,Percent,N/A
ARRIBA-FLAGLER C-20,Writing,2010,Percent,N/A
ARRIBA-FLAGLER C-20,Writing,2011,Percent,N/A
ARRIBA-FLAGLER C-20,Writing,2012,Percent,N/A
ARRIBA-FLAGLER C-20,Writing,2013,Percent,LNE
ARRIBA-FLAGLER C-20,Writing,2014,Percent,LNE
ASPEN 1,Math,2008,Percent,0.674
ASPEN 1,Math,2009,Percent,0.728
ASPEN 1,Math,2010,Percent,0.692
ASPEN 1,Math,2011,Percent,0.76224
ASPEN 1,Math,2012,Percent,0.75373
ASPEN 1,Math,2013,Percent,0.70769
ASPEN 1,Math,2014,Percent,0.7459
ASPEN 1,Reading,2008,Percent,0.862
ASPEN 1,Reading,2009,Percent,0.85
ASPEN 1,Reading,2010,Percent,0.856
ASPEN 1,Reading,2011,Percent,0.86014
ASPEN 1,Reading,2012,Percent,0.85821
ASPEN 1,Reading,2013,Percent,0.87692
ASPEN 1,Reading,2014,Percent,0.87705
ASPEN 1,Writing,2008,Percent,N/A
ASPEN 1,Writing,2009,Percent,N/A
ASPEN 1,Writing,2010,Percent,0.74
ASPEN 1,Writing,2011,Percent,0.76923
ASPEN 1,Writing,2012,Percent,0.77612
ASPEN 1,Writing,2013,Percent,0.78462
ASPEN 1,Writing,2014,Percent,0.7541
AULT-HIGHLAND RE-9,Math,2008,Percent,0.576
AULT-HIGHLAND RE-9,Math,2009,Percent,0.441
AULT-HIGHLAND RE-9,Math,2010,Percent,0.446
AULT-HIGHLAND RE-9,Math,2011,Percent,0.52542
AULT-HIGHLAND RE-9,Math,2012,Percent,0.6087
AULT-HIGHLAND RE-9,Math,2013,Percent,0.43103
AULT-HIGHLAND RE-9,Math,2014,Percent,0.57143
AULT-HIGHLAND RE-9,Reading,2008,Percent,0.712
AULT-HIGHLAND RE-9,Reading,2009,Percent,0.485
AULT-HIGHLAND RE-9,Reading,2010,Percent,0.692
AULT-HIGHLAND RE-9,Reading,2011,Percent,0.69492
AULT-HIGHLAND RE-9,Reading,2012,Percent,0.69565
AULT-HIGHLAND RE-9,Reading,2013,Percent,0.63793
AULT-HIGHLAND RE-9,Reading,2014,Percent,0.52381
AULT-HIGHLAND RE-9,Writing,2008,Percent,0.739
AULT-HIGHLAND RE-9,Writing,2009,Percent,0.77
AULT-HIGHLAND RE-9,Writing,2010,Percent,0.431
AULT-HIGHLAND RE-9,Writing,2011,Percent,0.52542
AULT-HIGHLAND RE-9,Writing,2012,Percent,0.6087
AULT-HIGHLAND RE-9,Writing,2013,Percent,0.56897
AULT-HIGHLAND RE-9,Writing,2014,Percent,0.42857
BAYFIELD 10 JT-R,Math,2008,Percent,0.481
BAYFIELD 10 JT-R,Math,2009,Percent,0.475
BAYFIELD 10 JT-R,Math,2010,Percent,0.549
BAYFIELD 10 JT-R,Math,2011,Percent,0.56122
BAYFIELD 10 JT-R,Math,2012,Percent,0.51064
BAYFIELD 10 JT-R,Math,2013,Percent,0.52
BAYFIELD 10 JT-R,Math,2014,Percent,0.65094
BAYFIELD 10 JT-R,Reading,2008,Percent,0.788
BAYFIELD 10 JT-R,Reading,2009,Percent,0.779
BAYFIELD 10 JT-R,Reading,2010,Percent,0.868
BAYFIELD 10 JT-R,Reading,2011,Percent,0.7551
BAYFIELD 10 JT-R,Reading,2012,Percent,0.74468
BAYFIELD 10 JT-R,Reading,2013,Percent,0.81
BAYFIELD 10 JT-R,Reading,2014,Percent,0.88679
BAYFIELD 10 JT-R,Writing,2008,Percent,0.492
BAYFIELD 10 JT-R,Writing,2009,Percent,0.265
BAYFIELD 10 JT-R,Writing,2010,Percent,0.725
BAYFIELD 10 JT-R,Writing,2011,Percent,0.72449
BAYFIELD 10 JT-R,Writing,2012,Percent,0.55319
BAYFIELD 10 JT-R,Writing,2013,Percent,0.61
BAYFIELD 10 JT-R,Writing,2014,Percent,0.73585
BENNETT 29J,Math,2008,Percent,0.686
BENNETT 29J,Math,2009,Percent,0.535
BENNETT 29J,Math,2010,Percent,0.471
BENNETT 29J,Math,2011,Percent,0.5125
BENNETT 29J,Math,2012,Percent,0.47059
BENNETT 29J,Math,2013,Percent,0.42222
BENNETT 29J,Math,2014,Percent,0.51042
BENNETT 29J,Reading,2008,Percent,0.802
BENNETT 29J,Reading,2009,Percent,0.64
BENNETT 29J,Reading,2010,Percent,0.588
BENNETT 29J,Reading,2011,Percent,0.7125
BENNETT 29J,Reading,2012,Percent,0.64706
BENNETT 29J,Reading,2013,Percent,0.56667
BENNETT 29J,Reading,2014,Percent,0.67708
BENNETT 29J,Writing,2008,Percent,0.538
BENNETT 29J,Writing,2009,Percent,0.721
BENNETT 29J,Writing,2010,Percent,0.544
BENNETT 29J,Writing,2011,Percent,0.6375
BENNETT 29J,Writing,2012,Percent,0.55882
BENNETT 29J,Writing,2013,Percent,0.49451
BENNETT 29J,Writing,2014,Percent,0.65625
BETHUNE R-5,Math,2008,Percent,N/A
BETHUNE R-5,Math,2009,Percent,N/A
BETHUNE R-5,Math,2010,Percent,N/A
BETHUNE R-5,Math,2011,Percent,N/A
BETHUNE R-5,Math,2012,Percent,N/A
BETHUNE R-5,Math,2013,Percent,LNE
BETHUNE R-5,Math,2014,Percent,LNE
BETHUNE R-5,Reading,2008,Percent,N/A
BETHUNE R-5,Reading,2009,Percent,N/A
BETHUNE R-5,Reading,2010,Percent,N/A
BETHUNE R-5,Reading,2011,Percent,N/A
BETHUNE R-5,Reading,2012,Percent,N/A
BETHUNE R-5,Reading,2013,Percent,LNE
BETHUNE R-5,Reading,2014,Percent,LNE
BETHUNE R-5,Writing,2008,Percent,0.64
BETHUNE R-5,Writing,2009,Percent,0.558
BETHUNE R-5,Writing,2010,Percent,N/A
BETHUNE R-5,Writing,2011,Percent,N/A
BETHUNE R-5,Writing,2012,Percent,N/A
BETHUNE R-5,Writing,2013,Percent,LNE
BETHUNE R-5,Writing,2014,Percent,LNE
BIG SANDY 100J,Math,2008,Percent,0.52
BIG SANDY 100J,Math,2009,Percent,0.5
BIG SANDY 100J,Math,2010,Percent,0.481
BIG SANDY 100J,Math,2011,Percent,0.47826
BIG SANDY 100J,Math,2012,Percent,0.30769
BIG SANDY 100J,Math,2013,Percent,0.51724
BIG SANDY 100J,Math,2014,Percent,0.57895
BIG SANDY 100J,Reading,2008,Percent,0.56
BIG SANDY 100J,Reading,2009,Percent,0.538
BIG SANDY 100J,Reading,2010,Percent,0.741
BIG SANDY 100J,Reading,2011,Percent,0.5
BIG SANDY 100J,Reading,2012,Percent,0.57692
BIG SANDY 100J,Reading,2013,Percent,0.72414
BIG SANDY 100J,Reading,2014,Percent,0.84211
BIG SANDY 100J,Writing,2008,Percent,N/A
BIG SANDY 100J,Writing,2009,Percent,N/A
BIG SANDY 100J,Writing,2010,Percent,0.556
BIG SANDY 100J,Writing,2011,Percent,0.45833
BIG SANDY 100J,Writing,2012,Percent,0.5
BIG SANDY 100J,Writing,2013,Percent,0.55172
BIG SANDY 100J,Writing,2014,Percent,0.63158
BOULDER VALLEY RE 2,Math,2008,Percent,0.65
BOULDER VALLEY RE 2,Math,2009,Percent,0.669
BOULDER VALLEY RE 2,Math,2010,Percent,0.68
BOULDER VALLEY RE 2,Math,2011,Percent,0.7017
BOULDER VALLEY RE 2,Math,2012,Percent,0.6942
BOULDER VALLEY RE 2,Math,2013,Percent,0.67891
BOULDER VALLEY RE 2,Math,2014,Percent,0.67325
BOULDER VALLEY RE 2,Reading,2008,Percent,0.819
BOULDER VALLEY RE 2,Reading,2009,Percent,0.8
BOULDER VALLEY RE 2,Reading,2010,Percent,0.831
BOULDER VALLEY RE 2,Reading,2011,Percent,0.82813
BOULDER VALLEY RE 2,Reading,2012,Percent,0.81747
BOULDER VALLEY RE 2,Reading,2013,Percent,0.80659
BOULDER VALLEY RE 2,Reading,2014,Percent,0.79086
BOULDER VALLEY RE 2,Writing,2008,Percent,0.56
BOULDER VALLEY RE 2,Writing,2009,Percent,0.346
BOULDER VALLEY RE 2,Writing,2010,Percent,0.698
BOULDER VALLEY RE 2,Writing,2011,Percent,0.70644
BOULDER VALLEY RE 2,Writing,2012,Percent,0.69377
BOULDER VALLEY RE 2,Writing,2013,Percent,0.71576
BOULDER VALLEY RE 2,Writing,2014,Percent,0.68146
BRANSON REORGANIZED 82,Math,2008,Percent,0.344
BRANSON REORGANIZED 82,Math,2009,Percent,0.488
BRANSON REORGANIZED 82,Math,2010,Percent,0.487
BRANSON REORGANIZED 82,Math,2011,Percent,0.34146
BRANSON REORGANIZED 82,Math,2012,Percent,0.36364
BRANSON REORGANIZED 82,Math,2013,Percent,0.36364
BRANSON REORGANIZED 82,Math,2014,Percent,0.34884
BRANSON REORGANIZED 82,Reading,2008,Percent,0.875
BRANSON REORGANIZED 82,Reading,2009,Percent,0.732
BRANSON REORGANIZED 82,Reading,2010,Percent,0.641
BRANSON REORGANIZED 82,Reading,2011,Percent,0.65854
BRANSON REORGANIZED 82,Reading,2012,Percent,0.78182
BRANSON REORGANIZED 82,Reading,2013,Percent,0.81818
BRANSON REORGANIZED 82,Reading,2014,Percent,0.74419
BRANSON REORGANIZED 82,Writing,2008,Percent,0.701
BRANSON REORGANIZED 82,Writing,2009,Percent,0.699
BRANSON REORGANIZED 82,Writing,2010,Percent,0.462
BRANSON REORGANIZED 82,Writing,2011,Percent,0.56098
BRANSON REORGANIZED 82,Writing,2012,Percent,0.50909
BRANSON REORGANIZED 82,Writing,2013,Percent,0.57576
BRANSON REORGANIZED 82,Writing,2014,Percent,0.62791
BRIGGSDALE RE-10,Math,2008,Percent,N/A
BRIGGSDALE RE-10,Math,2009,Percent,N/A
BRIGGSDALE RE-10,Math,2010,Percent,0.688
BRIGGSDALE RE-10,Math,2011,Percent,N/A
BRIGGSDALE RE-10,Math,2012,Percent,N/A
BRIGGSDALE RE-10,Math,2013,Percent,LNE
BRIGGSDALE RE-10,Math,2014,Percent,LNE
BRIGGSDALE RE-10,Reading,2008,Percent,N/A
BRIGGSDALE RE-10,Reading,2009,Percent,N/A
BRIGGSDALE RE-10,Reading,2010,Percent,1
BRIGGSDALE RE-10,Reading,2011,Percent,N/A
BRIGGSDALE RE-10,Reading,2012,Percent,N/A
BRIGGSDALE RE-10,Reading,2013,Percent,LNE
BRIGGSDALE RE-10,Reading,2014,Percent,LNE
BRIGGSDALE RE-10,Writing,2008,Percent,0.688
BRIGGSDALE RE-10,Writing,2009,Percent,0.537
BRIGGSDALE RE-10,Writing,2010,Percent,0.563
BRIGGSDALE RE-10,Writing,2011,Percent,N/A
BRIGGSDALE RE-10,Writing,2012,Percent,N/A
BRIGGSDALE RE-10,Writing,2013,Percent,LNE
BRIGGSDALE RE-10,Writing,2014,Percent,LNE
BRIGHTON 27J,Math,2008,Percent,0.291
BRIGHTON 27J,Math,2009,Percent,0.299
BRIGHTON 27J,Math,2010,Percent,0.35
BRIGHTON 27J,Math,2011,Percent,0.3981
BRIGHTON 27J,Math,2012,Percent,0.44074
BRIGHTON 27J,Math,2013,Percent,0.39407
BRIGHTON 27J,Math,2014,Percent,0.40049
BRIGHTON 27J,Reading,2008,Percent,0.517
BRIGHTON 27J,Reading,2009,Percent,0.545
BRIGHTON 27J,Reading,2010,Percent,0.618
BRIGHTON 27J,Reading,2011,Percent,0.61774
BRIGHTON 27J,Reading,2012,Percent,0.58202
BRIGHTON 27J,Reading,2013,Percent,0.5784
BRIGHTON 27J,Reading,2014,Percent,0.60658
BRIGHTON 27J,Writing,2008,Percent,N/A
BRIGHTON 27J,Writing,2009,Percent,N/A
BRIGHTON 27J,Writing,2010,Percent,0.431
BRIGHTON 27J,Writing,2011,Percent,0.44984
BRIGHTON 27J,Writing,2012,Percent,0.42817
BRIGHTON 27J,Writing,2013,Percent,0.43641
BRIGHTON 27J,Writing,2014,Percent,0.44938
BRUSH RE-2(J),Math,2008,Percent,0.296
BRUSH RE-2(J),Math,2009,Percent,0.495
BRUSH RE-2(J),Math,2010,Percent,0.438
BRUSH RE-2(J),Math,2011,Percent,0.38211
BRUSH RE-2(J),Math,2012,Percent,0.43519
BRUSH RE-2(J),Math,2013,Percent,0.36667
BRUSH RE-2(J),Math,2014,Percent,0.328
BRUSH RE-2(J),Reading,2008,Percent,0.667
BRUSH RE-2(J),Reading,2009,Percent,0.629
BRUSH RE-2(J),Reading,2010,Percent,0.625
BRUSH RE-2(J),Reading,2011,Percent,0.60163
BRUSH RE-2(J),Reading,2012,Percent,0.66667
BRUSH RE-2(J),Reading,2013,Percent,0.57983
BRUSH RE-2(J),Reading,2014,Percent,0.592
BRUSH RE-2(J),Writing,2008,Percent,0.375
BRUSH RE-2(J),Writing,2009,Percent,0.364
BRUSH RE-2(J),Writing,2010,Percent,0.571
BRUSH RE-2(J),Writing,2011,Percent,0.52033
BRUSH RE-2(J),Writing,2012,Percent,0.43519
BRUSH RE-2(J),Writing,2013,Percent,0.5042
BRUSH RE-2(J),Writing,2014,Percent,0.512
BUENA VISTA R-31,Math,2008,Percent,0.412
BUENA VISTA R-31,Math,2009,Percent,0.447
BUENA VISTA R-31,Math,2010,Percent,0.412
BUENA VISTA R-31,Math,2011,Percent,0.41975
BUENA VISTA R-31,Math,2012,Percent,0.51351
BUENA VISTA R-31,Math,2013,Percent,0.43548
BUENA VISTA R-31,Math,2014,Percent,0.58209
BUENA VISTA R-31,Reading,2008,Percent,0.75
BUENA VISTA R-31,Reading,2009,Percent,0.697
BUENA VISTA R-31,Reading,2010,Percent,0.608
BUENA VISTA R-31,Reading,2011,Percent,0.77778
BUENA VISTA R-31,Reading,2012,Percent,0.68919
BUENA VISTA R-31,Reading,2013,Percent,0.66129
BUENA VISTA R-31,Reading,2014,Percent,0.74627
BUENA VISTA R-31,Writing,2008,Percent,0.509
BUENA VISTA R-31,Writing,2009,Percent,0.557
BUENA VISTA R-31,Writing,2010,Percent,0.588
BUENA VISTA R-31,Writing,2011,Percent,0.46914
BUENA VISTA R-31,Writing,2012,Percent,0.51351
BUENA VISTA R-31,Writing,2013,Percent,0.56452
BUENA VISTA R-31,Writing,2014,Percent,0.50746
BUFFALO RE-4,Math,2008,Percent,0.696
BUFFALO RE-4,Math,2009,Percent,0.8
BUFFALO RE-4,Math,2010,Percent,0.455
BUFFALO RE-4,Math,2011,Percent,0.58333
BUFFALO RE-4,Math,2012,Percent,0.8
BUFFALO RE-4,Math,2013,Percent,0.56667
BUFFALO RE-4,Math,2014,Percent,0.48
BUFFALO RE-4,Reading,2008,Percent,0.87
BUFFALO RE-4,Reading,2009,Percent,0.7
BUFFALO RE-4,Reading,2010,Percent,0.727
BUFFALO RE-4,Reading,2011,Percent,0.625
BUFFALO RE-4,Reading,2012,Percent,0.7
BUFFALO RE-4,Reading,2013,Percent,0.63333
BUFFALO RE-4,Reading,2014,Percent,0.72
BUFFALO RE-4,Writing,2008,Percent,0.536
BUFFALO RE-4,Writing,2009,Percent,0.447
BUFFALO RE-4,Writing,2010,Percent,0.5
BUFFALO RE-4,Writing,2011,Percent,0.45833
BUFFALO RE-4,Writing,2012,Percent,0.6
BUFFALO RE-4,Writing,2013,Percent,0.43333
BUFFALO RE-4,Writing,2014,Percent,0.6
BURLINGTON RE-6J,Math,2008,Percent,0.407
BURLINGTON RE-6J,Math,2009,Percent,0.375
BURLINGTON RE-6J,Math,2010,Percent,0.446
BURLINGTON RE-6J,Math,2011,Percent,0.35417
BURLINGTON RE-6J,Math,2012,Percent,0.33333
BURLINGTON RE-6J,Math,2013,Percent,0.50847
BURLINGTON RE-6J,Math,2014,Percent,0.4127
